=== МЕТАДАННЫЕ ===
stream_name: NeuronSpectrum 11.03.2026 12:39:12
sampling_rate: 500.0
n_channels: 20
active_channels: 20
total_samples: 15180
timestamp: 2026-03-11_12-39-48
window_seconds: 0.2

=== ДАННЫЕ ЭЭГ ===
Сэмпл,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,Ch 20
505,26.036240,-21.574455,-27.819529,-4.172516,-27.933189,-60.338943,-43.559753,-21.486332,51.189648,-32.115345,-24.377590,40.730320,-76.815788,6.738843,48.659206,27.595070,-67.184631,-68.301506,-32.765694,25.636608
506,-13.780178,-8.784035,-97.869408,-50.102894,17.734114,-69.222229,-45.524593,-55.381474,60.821831,-121.717461,-61.456509,-25.157938,-31.190248,-20.885670,42.201710,3.830053,-62.403584,55.887882,7.057821,-70.901588
507,-28.227243,11.928329,110.685196,-18.833511,-27.417847,-45.290611,47.671474,-165.670700,49.989525,-27.477865,-35.836353,-19.214708,31.864674,-76.641327,15.743310,-23.830330,-84.067162,55.700134,-1.196408,73.911789
508,-10.226637,-18.331886,-10.862610,4.821213,37.473000,-11.050363,45.756287,-79.923050,-66.365562,-30.317974,75.351715,-93.243073,-36.420094,-58.520271,-48.700493,-33.631622,-25.780663,-1.437880,-93.870300,-12.522045
509,-16.776178,58.517540,11.823775,123.644768,-41.553028,47.858517,-33.482613,4.880643,-7.660748,54.019272,-12.404185,18.430862,-18.687508,48.851826,45.533394,94.729736,124.408516,60.591076,-8.533480,-29.300161
510,-97.922127,-6.331936,-50.043907,47.025471,-51.965408,-83.779587,-124.146263,-13.426481,-127.226494,16.277864,-37.950020,-44.016815,-72.914261,24.903452,-73.778572,28.046267,70.244919,-52.379433,-12.988853,57.601791
511,-4.798199,109.316574,-42.567894,52.295441,-104.815125,102.987709,-110.731018,21.147352,-12.689342,-78.207466,-65.658859,11.706104,-95.060646,-50.954536,-57.842300,-37.915611,-5.208761,-24.689096,55.524570,91.902077
512,-50.071003,19.289072,-105.897926,-18.893419,-56.316513,-66.681328,14.951762,75.279457,-112.581329,-11.252625,-93.337555,2.995848,-47.289467,11.807115,-52.165474,27.178471,-10.449553,-38.173374,35.726402,-76.569405
513,44.689121,102.234413,3.343420,135.956619,11.273393,26.157129,-1.656949,164.559982,-24.878618,75.578110,-17.606400,72.997345,3.582439,79.525330,-94.689674,35.736912,69.797623,-8.400476,135.570877,-10.247787
514,23.607212,93.936974,15.498787,40.310246,-5.095730,146.374100,63.347919,52.898094,19.791378,105.105148,70.482330,97.373337,24.267582,138.529846,-22.862200,122.586296,31.828403,67.896652,145.950150,-71.925819
515,41.435493,43.590744,-133.704681,-38.868816,-42.031574,-3.458438,-35.576683,35.136452,-17.518484,-11.230982,-94.132599,62.899948,-27.689962,-6.398118,-36.277042,-57.930050,54.471237,-12.946322,37.205608,65.920380
516,58.240856,27.646404,28.290926,12.339886,-38.522858,53.363289,2.504573,-13.604833,-24.607742,149.842392,-0.124324,62.387115,23.776165,47.228031,29.946878,105.395477,75.032990,19.190668,7.726452,-29.258747
517,1.506703,-17.749029,67.158134,79.155991,-87.566505,-59.207886,-6.117009,-2.891595,-23.107004,-69.351601,35.788445,-1.895792,17.726038,47.746979,-62.384972,7.405162,8.051340,-50.128036,1.620363,37.981194
518,9.889750,-53.441776,42.523026,-152.099808,55.104595,-86.001633,61.364727,-74.863396,53.135468,-102.756271,137.310791,-107.719101,103.783165,-72.312408,55.111229,-96.867348,-57.410820,96.734917,-74.986931,37.644577
519,-118.415680,-99.366859,-73.592674,-84.121277,-124.160652,-32.223148,36.661995,-78.212044,-54.672207,-125.068108,32.521778,-135.629135,-16.561123,-82.698914,-78.627113,-77.430336,-94.470360,-49.365189,-122.930565,-50.324268
520,-39.146412,86.461227,-62.141808,8.159633,9.636204,60.760445,35.649445,-43.800522,-0.284089,24.282173,8.921983,-11.741087,-42.188206,41.741394,34.839413,69.210846,35.856697,-24.521959,-16.405956,-68.345871
521,-49.357643,-29.351654,-8.001451,-30.961863,19.608612,-45.244358,33.417210,-61.652615,-41.688679,-30.377544,27.952866,-62.243847,-51.531029,-112.339188,14.610723,1.544329,-59.251495,57.563976,-46.343472,103.258286
522,-79.689667,101.934784,-62.758656,70.582527,-111.956375,-6.926356,-11.666234,-9.059487,-3.886024,70.338066,-80.113251,32.996624,-69.496353,-80.137131,-67.437050,13.448239,32.444107,-43.968220,72.093536,17.019623
523,-40.378521,79.093391,3.584726,151.493240,-81.291946,137.138504,69.097267,36.216862,7.284199,56.724274,-16.540894,99.401863,-40.845577,3.313951,57.149132,31.412292,86.300957,-52.164211,41.245945,-56.512920
524,-126.255898,-36.846786,-47.071262,14.618223,-47.596157,-20.088999,-82.870674,31.763859,-52.495956,3.026556,-56.627621,53.288086,9.902236,33.462997,-15.511905,37.785183,21.307896,-78.266190,97.697021,-61.735336
525,99.624741,-34.087276,50.513023,-31.933472,22.444820,29.245722,-11.275016,-22.816587,58.408009,-29.286663,-13.678890,-64.203400,17.377823,30.083666,6.741876,-42.827156,29.392660,-49.473442,54.656090,-13.267689
526,-15.994114,50.076256,70.933090,77.203758,14.305023,37.924248,-48.379501,114.694252,26.257372,44.627342,55.226109,38.004715,32.174778,20.738676,-65.086395,92.445625,-22.557571,-44.323895,62.468185,47.901661
527,39.678459,-85.233078,-23.891758,-132.711548,6.167083,-19.788626,9.872241,-70.500259,65.663582,-168.317963,12.430528,-47.641888,-22.429113,-84.084709,47.552532,-147.343552,-38.561436,36.719547,-128.013367,86.260529
528,37.143681,-24.056480,-3.489957,-29.610615,-24.003216,12.172752,-19.561277,-70.763649,-7.665321,56.628300,-15.247076,32.116478,-13.828055,12.653336,55.713699,-46.745087,4.946349,40.844612,30.514147,47.581257
529,-32.369450,73.394562,35.879959,33.616066,29.141113,37.074436,5.324506,7.383402,7.217906,20.107016,94.876366,23.149544,39.088242,62.473904,47.355358,93.652023,-33.567997,12.734779,60.031483,75.396088
530,-117.028595,-1.645043,-62.767563,-151.595947,-68.503403,-76.155060,-56.744217,-37.431023,-48.064861,-57.968719,-85.856606,-156.731506,-152.497696,-32.437275,-70.198853,-128.834244,-84.113129,-21.438227,-139.350754,-48.126675
531,-15.535363,10.501779,-158.433655,-57.723557,-87.199203,22.189833,-74.200752,-9.811085,-21.007742,49.533142,-141.928665,-37.750683,-21.366272,-25.262217,-46.488182,39.508526,-48.204582,-33.429733,-25.023663,-28.510193
532,-62.288555,9.773252,-54.875404,71.896889,-35.181728,22.734409,-12.607938,19.503408,-5.015774,-4.712121,15.478746,55.316662,-55.034893,0.121323,88.793442,17.021387,62.278900,16.625343,-33.212261,34.130375
533,16.346087,-10.847056,13.600145,-2.306576,34.111576,47.352150,76.155792,-35.798553,-10.112659,7.257486,-48.822418,-17.845030,-17.015350,11.258959,15.694270,-55.375896,15.188545,-76.416107,31.849236,-9.181624
534,2.499489,24.059948,75.794113,53.579426,-36.608288,8.947442,33.703785,32.135807,92.623161,48.810398,97.138321,-2.358171,94.928833,-55.374180,2.103037,-1.110556,-10.601469,8.164339,4.937770,-83.600868
535,-49.342484,-89.823570,53.450764,-100.427498,-17.461430,-86.512360,-58.716240,-110.810432,71.175308,13.952733,-3.178804,24.007925,3.137102,-44.258060,32.837528,-75.384369,-22.718599,-35.987946,-89.562920,-22.638746
536,-81.060341,66.039635,-47.331497,63.867496,-85.141441,-15.921507,53.741966,1.386879,3.764852,-73.255928,-32.319347,-34.163227,-9.739399,-2.004395,-15.227519,-5.748611,2.403376,65.244965,21.743021,-40.471443
537,-5.242855,-14.149038,46.403728,0.700820,-26.751526,57.154358,10.396816,38.161777,5.222433,52.183487,19.598482,129.284332,-21.189501,108.611992,5.925369,95.163498,2.230925,9.297750,2.836529,46.491627
538,1.371038,5.569915,-35.298840,69.698067,-4.874053,-56.503914,89.054283,13.510114,-58.816593,30.745708,-6.607194,-51.595177,-37.561794,5.187161,55.553860,70.163307,77.833832,-21.194824,-32.228870,-28.378853
539,-103.768646,85.121017,-38.945194,-17.042931,-87.475693,29.154791,-37.430187,127.484444,-27.401545,91.192528,-100.028358,45.354439,-47.134602,57.772026,-28.878345,37.920273,103.969795,-17.322823,125.237595,-4.390542
540,12.765408,46.061249,-3.033416,45.344318,-94.343048,65.789459,-80.262955,90.668457,-47.827053,77.071152,-17.198750,-13.985897,2.352092,68.961792,-30.106169,49.927803,79.534302,49.392597,149.303329,-21.673035
541,-15.076563,92.675919,-25.302204,67.549393,-25.709362,112.750854,20.922430,31.522242,44.479385,114.241837,-31.757158,167.625244,-32.020634,101.676682,-37.684261,94.660103,87.582092,-24.181515,5.284208,20.495052
542,-23.151245,-10.845999,5.000547,-78.515579,64.157272,76.038834,-30.573217,-28.699112,-9.427871,-54.549557,25.960155,-31.817410,-90.954247,9.724820,-33.855865,-5.120243,-58.963215,35.740868,6.824052,-47.168060
543,-21.389652,37.187756,-58.301105,-18.872925,9.624767,74.959549,-14.305115,57.870655,-91.410698,19.525751,-31.653238,62.062878,-7.038731,85.733742,16.713217,-4.574056,92.239746,-12.524521,44.059940,7.239661
544,-78.695259,26.601692,-29.076038,20.278318,-35.628994,7.916802,13.659756,-27.990099,-46.055397,-43.171795,-46.622517,102.977486,27.492163,28.119314,-13.372520,8.622145,20.535910,-36.784908,5.533526,86.236038
545,44.658138,88.632988,22.673471,51.898960,38.642693,26.062073,-2.084301,89.438583,28.408186,99.149689,34.178722,88.540718,-72.801979,49.748535,-42.183178,39.387978,129.222351,9.202164,-10.616371,38.082195
546,49.004410,57.053604,13.094093,21.139921,26.631392,-30.285076,-113.491386,22.760649,-42.522369,-25.053461,16.604172,-8.840174,-59.840595,75.480751,-17.334967,-54.798634,35.566395,48.153763,-56.685818,-13.580916
547,80.054604,-1.448945,54.692181,-32.251446,45.677193,-59.199295,76.290833,1.485452,68.643509,10.233768,93.589600,41.125202,131.096725,-6.036709,17.855886,-41.249992,-73.618317,12.132480,-41.335480,8.988619
548,53.882423,-38.782017,45.343559,-62.642094,50.962944,-51.215553,43.188080,-64.908630,106.876434,-96.179291,21.964211,-39.447689,85.549622,-19.535175,61.315426,-110.282173,-85.400185,63.612549,-68.871223,6.069556
549,-18.768137,-29.395182,39.569458,-32.149864,50.748562,28.411013,51.808430,-37.033855,71.983322,56.144787,56.544727,-112.177383,33.660275,22.724346,28.557001,29.026030,14.788990,31.834003,-20.311501,75.510483
550,22.065971,49.030388,-16.067999,-46.304623,-3.698220,-37.442249,6.008000,-22.018398,-17.534698,-14.972160,-7.077855,-68.939079,15.934534,-45.661674,0.671173,-82.570198,-77.169518,-15.765982,-8.257994,-62.613377
551,-29.327280,146.459641,42.616463,126.041489,2.068106,15.260746,-19.654779,71.366447,54.733028,31.299030,3.818856,111.092773,10.024662,55.085194,-3.934130,79.928047,77.030968,25.665804,64.935020,59.077209
552,96.646622,-91.060081,88.724472,-49.934353,-27.414841,-88.532425,11.420303,-116.257881,54.514591,-40.685844,83.807327,-5.312438,-23.733471,-97.173164,0.319754,-150.731613,-142.813446,-13.107448,-87.353714,-24.843750
553,-19.756317,23.613878,-82.251663,87.072823,7.458527,17.520464,36.130821,-10.949182,32.443634,76.150551,14.664402,36.927277,31.242825,18.222193,-24.714443,24.163576,-34.109436,-19.927364,62.666126,49.828884
554,-58.263889,-62.407272,-18.231424,-100.396225,-6.837374,-6.645980,-19.311291,-80.574623,-48.893463,-37.797031,28.115086,-27.908823,-49.656250,-66.945518,-53.103645,-37.215740,-31.303898,-33.728844,-46.191277,-46.125446
555,-1.105129,-19.815231,56.410763,76.118317,12.570824,4.383665,91.208214,36.797543,-8.730059,32.267052,102.154625,4.323616,80.918671,55.624783,57.413914,-21.686426,14.714775,78.611610,25.177385,95.011421
556,-79.380791,14.453176,-87.699982,-19.994316,-76.950409,-2.171658,-76.729187,-63.273838,3.071858,-34.036556,-14.891677,19.079121,-81.803970,-2.033577,13.694720,-78.032959,-57.012463,-110.619209,21.977913,-75.936226
557,-44.553963,27.780016,-88.697151,34.913296,35.237160,-12.022675,-87.260139,-57.027344,-73.002426,80.400314,-21.990246,5.026326,-26.785759,-4.907168,-54.158630,-6.010563,-4.461495,0.410435,-26.961437,-40.156860
558,-73.401115,-28.589596,-18.769421,-27.740658,-75.470741,-59.909527,-40.295635,-33.626427,-28.366093,-94.618835,-65.847481,-70.650887,-30.544695,-40.868084,-94.347221,-84.932396,-33.954594,-74.050659,-65.682076,88.197891
559,-65.706680,-98.823936,6.134473,-68.566383,15.858921,-7.967785,-26.139109,-54.948906,50.524162,-120.461075,-8.082969,-35.877289,26.252478,-29.557997,-31.715027,-7.807990,8.260508,-20.414392,-104.919281,-70.564285
560,16.785131,25.269432,6.889377,78.172363,-30.830107,39.994385,88.944244,-45.159374,22.696524,-61.381027,-83.728874,52.129955,-3.768479,82.718620,28.810917,25.513580,-46.886917,42.940586,12.029310,1.740415
561,-44.284107,-23.911543,-41.917679,-61.719116,-3.022359,33.004333,-52.447655,10.142314,66.213654,-24.388008,3.257212,-16.202646,-94.824104,-77.980255,-12.072197,-26.173937,10.391203,29.801128,54.136372,21.403393
562,3.627226,60.928074,22.234741,37.032036,2.667663,125.961510,56.724174,-27.234142,-33.759724,61.314625,27.632421,82.760086,-25.115765,95.539322,-5.118246,-6.444796,82.198853,22.965294,90.390678,20.583778
563,-28.391201,-100.986053,-79.616318,-82.281296,-34.838936,-81.402672,-20.559650,-2.202396,-22.443834,-158.512955,-64.101227,-63.153160,21.981062,-56.930721,5.267535,-47.303833,-78.901985,-43.340317,-166.623169,18.104237
564,-35.512188,-21.564003,-11.278677,43.215656,-33.509502,-13.473601,-70.885902,-18.864521,-15.946622,-38.852455,58.279083,9.540371,-45.452873,-106.699120,-34.088963,-80.841843,-1.931811,-62.246399,-72.561234,6.589751
565,-10.570538,-22.474148,-0.045613,-16.817442,27.789253,11.808830,16.328743,19.319914,-2.549972,-9.869910,1.593333,-52.031654,-6.888419,54.644085,-61.432648,-96.171982,-94.808022,-83.941093,-9.579107,-76.376488
566,13.869852,104.237556,88.915543,61.043335,117.158325,14.586097,131.588684,-59.809429,104.433258,1.172420,23.997833,45.514725,32.729671,-16.288868,59.551693,23.290400,10.052394,117.801529,28.613085,-26.546638
567,-52.087658,-51.875198,1.416577,7.579980,-28.721151,17.939146,-16.438160,-32.557617,21.846502,-58.243317,-10.416929,13.581481,2.260126,-115.406799,65.353165,4.832404,-49.892189,-17.559742,-52.434990,-26.395098
568,47.835728,-12.719127,19.313070,-8.129216,-80.291260,54.675346,-13.262732,-37.274426,40.831902,-51.921120,-83.184959,10.115007,14.124575,74.624565,41.864307,-35.999260,-43.834858,-37.924690,36.974068,94.996773
569,-48.646183,13.356967,-39.302544,-55.574150,-7.625093,4.325577,-45.936169,-28.228552,-69.456001,-28.668043,-40.477661,-95.135368,-29.024485,-14.493238,-10.884676,-9.287219,26.379757,-23.861235,-24.815817,4.021069
570,69.145790,151.134537,-70.609421,71.367714,-3.962608,85.026924,-8.229376,120.706306,22.092947,90.858879,79.494400,97.552315,-73.174637,164.168945,30.374233,84.726631,87.025429,-53.009071,0.531858,22.707153
571,-17.243343,-39.864185,-21.022017,2.957640,-39.620567,0.721347,21.540306,17.018967,29.458591,7.112510,35.853920,-1.691181,-35.925255,-58.555382,3.741405,21.940536,6.202683,31.694973,-57.599342,7.708832
572,-13.482768,-10.396903,28.453705,-44.735802,21.495619,41.433277,-14.286359,17.442938,19.774122,56.189369,-31.897776,115.161278,-19.707144,106.095268,21.303988,8.348935,10.669900,19.400015,39.645924,44.777893
573,103.510445,-72.491837,75.845284,-124.062225,0.846321,-118.413986,120.367172,-151.554642,86.660553,-125.963768,39.081924,-104.948425,46.896645,-43.286091,53.933983,-72.006020,-85.018982,28.666386,-48.280315,18.638273
574,-53.854008,-14.515059,-49.690617,-80.327797,33.366943,-81.265633,-102.996712,-61.671841,-53.133087,-107.733841,-62.106213,-46.207535,-64.868881,0.673434,-47.360153,-78.893669,-31.517502,-35.139362,-24.651999,-52.788872
575,49.943130,82.615112,-23.401407,-46.418629,70.465858,-33.283119,-23.317116,-57.502075,18.210154,7.034847,3.863748,-88.789253,38.407383,74.610367,23.736185,-29.569441,-3.962065,2.387986,-3.173986,92.518608
576,154.297348,-28.193354,146.699387,14.192381,55.542408,-0.869880,67.535049,-54.470112,26.583054,-49.048756,42.344093,-85.313484,22.076368,-57.625088,66.117905,72.523560,-14.181896,-27.835777,24.195219,-6.451805
577,-80.441071,-55.051659,35.641460,-20.524706,-93.933372,-99.231522,-86.452415,-59.528610,-87.842552,-49.807652,-8.006861,-56.124897,2.121258,-22.279953,-46.004650,-42.358715,30.322197,-50.218628,-99.670784,8.767159
578,-6.517388,-47.151943,-20.779596,49.344769,57.497185,-76.641930,45.309467,38.648422,34.075165,-5.978966,54.318642,-41.187576,31.457869,-48.521790,45.863697,-67.175667,78.568794,101.422028,90.079521,1.442547
579,-11.811502,13.852036,-76.927895,-10.569561,72.983627,16.439430,-5.935559,-62.992767,35.469296,29.095892,14.263719,46.331615,36.201447,-13.136131,-99.459206,-28.702011,110.887268,24.451431,73.664536,-8.661060
580,60.726662,15.086014,17.658033,74.742943,-11.328564,43.824860,3.509476,-5.299409,-24.914076,23.634884,-41.688828,6.290680,38.578300,44.098412,23.265667,-24.940323,-16.623831,34.097755,-70.259895,-34.049992
581,-12.249591,-29.476566,6.689615,38.792225,17.764278,39.004402,-36.198425,109.229660,-23.893200,46.376846,0.394908,53.819817,-7.483193,18.207975,3.492640,51.291012,92.930725,1.201262,46.854488,-2.661657
582,-18.246897,-29.456060,6.694350,36.915947,-4.515149,-4.369131,-45.295761,-28.568714,-11.591397,-80.964302,-0.094784,-6.950318,17.358479,45.556313,54.152325,-26.987549,9.099303,6.006450,-18.131451,-76.349396
583,-1.397697,49.404495,24.034159,18.773411,-20.526222,-4.722529,-130.298859,-19.204588,-78.438797,118.862724,-96.276207,71.692841,-31.105221,10.498629,-122.687157,136.749481,144.910431,-95.410011,76.677826,1.107176
584,41.979877,-69.591362,53.851425,-2.176165,39.201134,-68.897034,37.897865,37.922234,37.331905,74.984619,-9.648757,12.781489,79.485367,-9.774859,56.587456,5.941931,-20.938030,70.670387,-3.841798,-33.300117
585,16.137402,-111.092506,-66.870834,-67.155876,-24.166151,-37.773037,40.897217,-45.250446,40.453400,-74.040337,23.507277,-79.176254,11.547936,13.069050,13.641957,-33.264515,-121.618362,10.945668,22.551725,-42.027897
586,-5.458278,-54.948296,58.327873,-142.917450,-28.588648,-72.009972,-88.273956,-39.168842,5.621143,-87.838142,-12.947387,-72.303169,-20.487759,-148.607391,-27.429375,10.653137,-69.702278,-39.433662,-76.432533,5.071996
587,53.626072,-23.243441,10.895874,-33.068386,-36.340664,-18.414776,-29.763924,-32.421886,62.680878,16.367346,28.701149,-72.417290,81.964287,-59.396385,-29.498425,8.350311,-64.676369,52.112736,-13.338773,-20.618042
588,37.792763,-33.243259,34.797115,-19.035030,50.664803,18.443007,32.270267,1.907666,8.535158,32.733318,-15.855888,-16.960453,-42.081219,-48.332325,51.870510,74.609032,70.519547,-21.366442,41.308186,95.031845
589,-10.294064,58.764343,-3.574742,33.341694,74.257492,37.256592,39.422695,67.743515,94.327385,37.978886,-33.776432,51.043549,18.386257,9.919222,-6.287227,29.984301,68.859146,-26.567862,77.766228,-36.064056
590,-108.292511,-31.798233,-49.826424,-77.405426,-136.635361,-36.716351,-141.763260,-56.388031,-63.202118,-72.796585,-63.525841,-33.910919,-14.380006,-65.377998,-66.048912,-39.718773,19.300842,-135.094498,17.390980,63.475986
591,42.703110,15.899259,91.068970,-62.512451,-3.974852,-38.200115,43.970142,1.481723,53.471195,6.820926,41.985126,-1.026842,63.957314,62.299267,27.155315,2.399287,17.932497,101.330200,-12.999973,-43.199150
592,-28.473904,-38.625526,-39.868977,15.629745,-46.518276,-33.825031,-83.858757,-67.237129,-42.751751,-67.214485,-28.611790,13.054809,-33.188465,15.078239,-27.120768,54.295006,24.536242,-61.040314,1.561469,-46.730480
593,83.189522,-20.126968,156.362808,15.832705,35.360126,71.738327,105.120926,-45.790981,57.383121,84.514824,62.651829,40.833473,145.919128,107.739777,-4.288144,58.916840,-21.953587,70.653290,70.906357,8.724220
594,23.151392,19.038805,15.547517,11.060167,114.480965,38.557961,116.494370,-17.324240,45.619579,-2.952060,45.058224,-35.772480,14.352001,-25.936207,54.874172,-24.014885,-42.945766,12.230383,-9.388670,4.189678
595,-102.175591,-68.069534,-28.339357,-11.132261,24.831512,73.610085,-63.419807,47.832474,30.055603,59.977196,15.568097,36.109829,21.355062,-48.210186,-42.271313,33.089981,43.400440,46.221291,18.291882,17.050575
596,-34.109398,-5.660969,-31.519623,-26.831589,-41.010895,11.633208,-51.283451,91.512657,7.544319,-0.685583,13.541082,-38.816555,-29.509926,101.109604,-2.678815,-53.852966,46.064445,61.689018,11.800212,-20.556095
597,-104.127380,-47.405212,0.697852,-34.020863,-53.516750,-113.388435,16.538071,-128.227966,-15.136803,-20.026379,-29.830145,-122.871529,-15.696885,-56.987316,-53.755692,-8.685733,-80.916275,-14.788338,-75.632179,-10.572165
598,-19.668394,34.393539,1.291295,15.511181,-64.035980,23.124147,44.084358,117.840439,27.429800,28.408237,-2.709068,-8.815130,-3.515539,3.712761,-25.523518,86.094894,18.015873,20.390894,110.375298,9.729692
599,79.890251,-46.570515,111.103050,-32.135445,132.234604,-8.722767,97.663025,-40.722740,81.286987,-18.143003,81.128838,-12.250591,65.865593,44.959656,93.830635,-92.538872,-67.586090,101.467041,-9.948146,18.133352
600,-83.845940,93.412971,-55.996731,92.593742,32.984573,-43.365437,-8.699342,3.679385,-107.678154,-29.032393,-42.685204,19.443390,-22.899349,13.932963,71.933701,8.122752,-21.655674,42.723980,2.024713,43.786877
601,-19.616461,-50.026932,38.249130,-60.030441,-49.225544,-67.335876,43.449635,-133.242416,-3.436789,11.422643,21.208803,-96.093781,6.549397,-67.776596,-58.637516,-57.663464,-116.333038,-2.824539,-119.379707,34.471684
602,17.339783,150.793259,32.122753,95.253693,-32.097534,29.258476,61.692356,47.411259,6.143239,78.087486,40.703777,-23.466167,-26.297159,38.599297,-19.941732,135.248062,59.985001,53.275394,83.191231,-5.808610
603,-36.260551,43.297466,23.090952,56.423550,63.390034,8.823754,43.265808,59.318199,0.419836,-10.411950,-20.017801,19.324671,-20.135937,3.607922,-18.460011,-7.388127,77.113098,40.231026,0.294021,96.506561
604,114.929642,14.954086,24.724213,-87.395149,95.343750,-87.812157,33.722797,12.696136,25.416512,5.875759,48.949341,-4.181076,65.060959,57.905323,91.124702,-15.912283,-63.784637,31.125412,85.522842,3.098950
605,-30.711319,-65.011749,-46.298557,-37.574604,36.010307,-65.513985,-27.959730,-53.543781,-1.780491,-29.479544,1.562459,-93.381157,-80.944283,35.671589,-27.746664,-87.148956,-124.026291,-54.694248,-11.477390,38.137741
606,-15.559296,63.652637,-33.515907,18.355343,6.046293,51.820435,-57.048294,2.889225,30.245909,19.118044,-4.692329,104.539635,-12.489711,113.979477,52.032974,2.828157,-12.157375,23.117308,10.480897,19.431587
607,-100.185448,62.902893,-97.982170,30.362473,-46.822113,-16.553453,24.281073,60.570084,23.408922,39.159607,-88.979744,65.363014,19.580545,17.154959,-30.150513,65.934540,17.410154,-36.713703,56.131393,50.372047
608,-29.676842,-61.464680,-38.481754,-70.544456,-44.461758,-79.964905,11.264482,-32.184200,-127.546951,-53.571796,-16.641268,-100.654121,-60.866890,-34.863041,7.602266,-23.412802,-64.894524,31.710770,-23.201618,-20.548454
609,52.349464,1.292125,12.171734,-29.229137,18.815086,-3.339389,1.302529,-90.064445,-40.726894,-40.499584,-10.531043,-17.828365,4.702033,-89.979790,41.851521,-43.437817,-4.043275,13.745811,-57.156216,-47.780365
610,6.193812,31.706247,22.632715,-3.983367,47.555569,26.240541,29.474075,39.701080,30.125525,33.650478,15.524427,18.641329,56.971767,7.349126,73.991524,-10.389997,19.029175,40.786983,-14.740339,-26.693890
611,22.755487,25.087360,109.914749,28.264053,65.978302,36.295155,54.029907,65.351540,-13.745332,19.507936,93.634071,38.043316,26.693089,56.034443,0.704145,-16.371252,2.191595,39.448818,36.767597,73.424149
612,-127.090523,34.508732,-96.309410,100.538208,-105.969849,51.507347,-145.623581,-7.814495,-110.370377,169.048523,-45.099991,96.644958,-99.237640,27.160011,-97.653946,55.303341,80.622559,-186.851624,83.182510,63.129917
613,11.380383,-40.028660,85.795494,-26.432936,57.791302,-29.778017,47.280270,-31.865427,51.069393,-39.322098,69.031349,-38.004757,18.797335,-4.739872,2.179805,50.068916,-66.882370,66.636086,-94.257301,25.873949
614,20.469120,58.457390,64.849747,27.440538,0.694636,34.573006,78.539406,50.808075,67.124886,68.077995,29.565264,5.394073,49.708206,115.656151,162.599930,-31.388037,84.085030,111.194267,29.044361,32.732208
615,40.522491,145.904114,34.720791,61.399624,-27.159771,148.184601,-3.043186,-0.044856,-0.305827,145.592377,88.335922,82.072350,-47.032772,50.542316,-5.707613,14.702695,83.414581,-0.720807,22.896616,-81.968208
616,20.007469,5.311424,85.784378,-100.427872,127.176025,7.753095,75.587296,-10.983328,71.160645,-7.385354,-39.661007,-16.048532,38.822399,-58.002693,58.372307,-55.694664,-36.437939,74.518906,21.914700,-35.546913
617,23.456076,-33.563366,107.966942,5.817674,26.331923,-15.934929,34.328369,28.590017,89.868607,-44.289764,-39.214653,-87.487030,-28.978960,-83.386604,-9.488678,-18.971750,-138.660858,128.416458,-129.468506,21.946533
618,-9.381489,-0.696195,-45.572044,-28.305990,36.342010,-15.817994,-10.006027,-121.364441,-12.500310,-29.813467,-2.507725,55.911804,-91.782867,-14.179519,-21.093479,28.834055,-23.003683,4.092026,-21.901375,37.244553
619,-29.889492,-35.264931,-53.865791,14.053913,62.570557,-25.246078,45.960403,-63.887535,40.406898,19.632265,-14.202592,-13.537655,0.334219,-28.472223,-25.554510,19.846527,-14.621305,-19.591846,39.847061,-57.101063
620,22.740940,143.844147,-78.856972,87.342941,7.969631,74.356155,-21.913378,105.263702,63.770874,71.504623,24.771542,3.174180,10.494216,119.458275,-63.914223,170.953796,100.335449,-62.269749,58.461838,-31.163832
621,60.163570,25.726902,108.016991,36.097286,82.290443,10.362155,47.462170,-36.724857,38.274986,25.229284,40.497551,-66.482216,102.394730,-3.325526,39.481339,93.267082,44.111855,69.755821,26.916527,-54.695919
622,55.441357,13.415730,6.776331,10.282039,-43.775028,40.262989,51.795338,-71.580811,3.912365,-20.038658,8.244158,5.982719,54.000965,3.454154,-80.033379,36.752090,35.145069,13.302535,89.821533,10.994130
623,84.638145,20.396379,0.849424,11.295666,8.110750,-30.929369,-77.623466,52.045628,3.011461,-50.242672,-40.808968,-72.292091,-14.938376,-18.878332,75.931152,-54.854916,-44.875137,-40.765358,-34.425041,15.090646
624,-47.070206,-12.561018,-64.157196,-1.584695,-35.876411,-31.589420,-30.953972,47.644569,40.364162,-11.995547,11.406693,-12.570601,-37.634270,83.769554,-6.441763,5.326791,8.962052,-35.542461,-59.824261,-37.945290
625,112.742722,52.430275,16.642426,59.617153,73.149521,-8.036896,84.069221,18.112446,118.049927,20.930056,-4.375976,7.938006,48.021248,-29.224306,52.438225,54.452980,13.294042,-6.833281,9.052052,-43.677856
626,-49.786041,91.110680,-15.879127,40.710503,-25.596470,40.078087,-35.302551,20.747255,-17.716919,-26.166237,-55.261105,117.644119,-131.377243,111.345886,-51.431858,6.911441,25.844017,-59.513794,34.542782,0.572445
627,-29.753559,-5.595901,-37.129669,48.197788,66.203598,-42.851692,82.412178,11.639199,-16.986523,-4.190704,-28.812437,71.847893,-33.497448,75.393120,66.677032,-10.788413,-46.507069,55.603943,63.140507,-31.538097
